,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths,policy
14139,11029201.062165352,130006996.01818538,1060500000.0,866.3693064564136,0.0006613825900661,scenario 3 policy 0
14140,485611.5312513765,130006996.01818538,1060500000.0,47.42274106132797,4.795304210710442e-05,scenario 3 policy 0
14141,10774783.900078757,130006996.01818538,1060500000.0,888.2897503733146,0.0006948189313879,scenario 3 policy 0
14142,4123214.841989544,130006996.01818538,1060500000.0,295.1407667396355,0.0002505961667768,scenario 3 policy 0
14143,11436597.75479642,130006996.01818538,1060500000.0,889.6189869821803,0.0006969746489227,scenario 3 policy 0
14144,14763059.822751602,130006996.01818538,1060500000.0,963.6350854150612,0.0014490638642482,scenario 3 policy 0
14145,4141068.875139492,130006996.01818538,1060500000.0,300.0052160479019,0.0002673843323108,scenario 3 policy 0
14146,14212318.794937644,130006996.01818538,1060500000.0,920.477617641078,0.000750847351663,scenario 3 policy 0
14147,21068537.85567705,130006996.01818538,1060500000.0,1267.891515191361,0.0025770464367037,scenario 3 policy 0
14148,5804783.196997117,130006996.01818538,1060500000.0,503.5515930111327,0.00040041490329,scenario 3 policy 0
14149,7927884.343744782,130006996.01818538,1060500000.0,597.3431525784185,0.00048510646953,scenario 3 policy 0
14150,22749750.39864414,130006996.01818538,1060500000.0,2040.805827486965,0.0014709676159085,scenario 3 policy 0
14151,12724620.246046605,130006996.01818538,1060500000.0,881.9581385449751,0.0006846040283707,scenario 3 policy 0
14152,116435159.76090471,130006996.01818538,1060500000.0,9986.58715656712,0.0146881592883598,scenario 3 policy 0
14153,0.0,130006996.01818538,1060500000.0,0.0,0.0,scenario 3 policy 0
14154,0.0,130006996.01818538,1060500000.0,0.0,0.0,scenario 3 policy 0
14155,7471149.346570671,130006996.01818538,1060500000.0,595.0324050197131,0.0004799239793192,scenario 3 policy 0
14156,14391415.317285605,130006996.01818538,1060500000.0,864.5154082838468,0.0006588873120495,scenario 3 policy 0
14157,125866408.17735653,130006996.01818538,1060500000.0,7793.371211375778,0.0193292650963802,scenario 3 policy 0
14158,22556141.203774054,130006996.01818538,1060500000.0,2027.193649541663,0.0014532821830056,scenario 3 policy 0
14159,0.0,130006996.01818538,1060500000.0,0.0,0.0,scenario 3 policy 0
14160,6269825.204229292,130006996.01818538,1060500000.0,353.4854659170816,0.00061818303356,scenario 3 policy 0
14161,85171377.73953961,130006996.01818538,1060500000.0,5384.178288853922,0.0034419268077883,scenario 3 policy 0
14162,3969086.644342709,130006996.01818538,1060500000.0,304.47667821287496,0.0002828162223867,scenario 3 policy 0
14163,0.0,130006996.01818538,1060500000.0,0.0,0.0,scenario 3 policy 0
14164,8370219.574717409,130006996.01818538,1060500000.0,604.830989289747,0.000501988138501,scenario 3 policy 0
14165,6439866.059425056,130006996.01818538,1060500000.0,432.2014954111361,0.0003639115862027,scenario 3 policy 0
14166,27491892.798166275,130006996.01818538,1060500000.0,1351.9888038242725,0.0059123133130627,scenario 3 policy 0
14167,5091366.763730613,130006996.01818538,1060500000.0,417.2706571853331,0.0003286742884275,scenario 3 policy 0
14168,1971960.835317348,130006996.01818538,1060500000.0,188.24299844645716,0.000171328612944,scenario 3 policy 0
14169,8910713.356617268,130006996.01818538,1060500000.0,900.7391363877736,0.0007150810771199,scenario 3 policy 0
14170,0.0,130006996.01818538,1060500000.0,0.0,0.0,scenario 3 policy 0
14171,14414386.442614771,130006996.01818538,1060500000.0,1282.0866910695809,0.0009496027484538,scenario 3 policy 0
14172,2470170.8315991173,130006996.01818538,1060500000.0,181.6020949836989,0.0003357007685403,scenario 3 policy 0
14173,0.0,130006996.01818538,1060500000.0,0.0,0.0,scenario 3 policy 0
14174,95869628.13278516,130006996.01818538,1060500000.0,8638.10602387369,0.0048984091861753,scenario 3 policy 0
14175,1228184.7676854306,130006996.01818538,1060500000.0,122.67809255183148,0.0001181381387352,scenario 3 policy 0
14176,5000025.771267422,130006996.01818538,1060500000.0,256.4872380688279,0.0004043629533265,scenario 3 policy 0
14177,0.0,130006996.01818538,1060500000.0,0.0,0.0,scenario 3 policy 0
14178,0.0,130006996.01818538,1060500000.0,0.0,0.0,scenario 3 policy 0
14179,8692311.253721606,130006996.01818538,1060500000.0,885.0326359397242,0.0006895589959613,scenario 3 policy 0
14180,802100.2609175767,130006996.01818538,1060500000.0,46.410679455574574,4.446021965355729e-05,scenario 3 policy 0
14181,6201772.826573079,130006996.01818538,1060500000.0,562.640388976353,0.0004245129900193,scenario 3 policy 0
14182,0.0,130006996.01818538,1060500000.0,0.0,0.0,scenario 3 policy 0
14183,5827364.565027945,130006996.01818538,1060500000.0,432.3856721069322,0.0003645472159853,scenario 3 policy 0
14184,34864113.69708786,130006996.01818538,1060500000.0,2005.611902368544,0.0030937448465468,scenario 3 policy 0
14185,1078505.5817159058,130006996.01818538,1060500000.0,81.40234884755397,7.450352545995966e-05,scenario 3 policy 0
14186,549547.7156137363,130006996.01818538,1060500000.0,44.19631704809885,3.681802209053021e-05,scenario 3 policy 0
14187,8308149.490607864,130006996.01818538,1060500000.0,396.7296585498254,0.0007829006170285,scenario 3 policy 0
14188,63081243.171654746,130006996.01818538,1060500000.0,4529.261347779966,0.0078312840083074,scenario 3 policy 0
14189,9496611.58696584,130006996.01818538,1060500000.0,842.8405343743028,0.0006299203254969,scenario 3 policy 0
14190,0.0,130006996.01818538,1060500000.0,0.0,0.0,scenario 3 policy 0
14191,64350619.21893602,130006996.01818538,1060500000.0,5271.544996780346,0.0054385999601444,scenario 3 policy 0
14192,6092000.174031014,130006996.01818538,1060500000.0,580.2608387553512,0.0004533045886176,scenario 3 policy 0
14193,45452715.87203034,130006996.01818538,1060500000.0,4149.374990248514,0.0028172215431002,scenario 3 policy 0
14194,1360805.523226077,130006996.01818538,1060500000.0,120.78756668903186,0.000111613564396,scenario 3 policy 0
14195,12814003.444002192,130006996.01818538,1060500000.0,981.493184612033,0.0015203038238519,scenario 3 policy 0
14196,29665182.671812467,130006996.01818538,1060500000.0,2094.439390907248,0.0015371465794293,scenario 3 policy 0
14197,11192617.040071754,130006996.01818538,1060500000.0,897.9332324846396,0.0007105022109841,scenario 3 policy 0
14198,1993852.8573988916,130006996.01818538,1060500000.0,189.1780212025256,0.0001745555592667,scenario 3 policy 0
14199,672587.6094757033,130006996.01818538,1060500000.0,47.15611009191199,4.703284650686336e-05,scenario 3 policy 0
14200,0.0,130006996.01818538,1060500000.0,0.0,0.0,scenario 3 policy 0
14201,13038177.154861664,130006996.01818538,1060500000.0,866.3693064564136,0.0006613825900661,scenario 3 policy 0
14202,104080684.45654029,130006996.01818538,1060500000.0,1274.3555989352371,0.0084546615202316,scenario 3 policy 0
14203,111889.3376085342,130006996.01818538,1060500000.0,6.293650483990197,6.409008393314341e-06,scenario 3 policy 0
14204,0.0,130006996.01818538,1060500000.0,0.0,0.0,scenario 3 policy 0
14205,0.0,130006996.01818538,1060500000.0,0.0,0.0,scenario 3 policy 0
14206,38039783.51191371,130006996.01818538,1060500000.0,2814.754977771585,0.0019642859139913,scenario 3 policy 0
14207,94369013.34488793,130006996.01818538,1060500000.0,6705.359123453319,0.0037678183642617,scenario 3 policy 0
14208,110908664.6421532,130006996.01818538,1060500000.0,10110.072225867643,0.0053464704329449,scenario 3 policy 0
14209,3648672.1950929975,130006996.01818538,1060500000.0,257.81836104048455,0.0004090681557084,scenario 3 policy 0
14210,12409221.470203206,130006996.01818538,1060500000.0,896.0766123646156,0.0007074733681216,scenario 3 policy 0
14211,31117572.37058339,130006996.01818538,1060500000.0,2592.7030344487284,0.0018336003893081,scenario 3 policy 0
14212,6952674.083074411,130006996.01818538,1060500000.0,434.6406244833462,0.0003723294974662,scenario 3 policy 0
14213,6746792.586653695,130006996.01818538,1060500000.0,431.853728432148,0.0003627113743718,scenario 3 policy 0
14214,48410948.81592508,130006996.01818538,1060500000.0,3498.7974825661013,0.0057934434624905,scenario 3 policy 0
14215,20390277.9551528,130006996.01818538,1060500000.0,1146.0545502653467,0.001628073945982,scenario 3 policy 0
14216,7641714.1585951,130006996.01818538,1060500000.0,590.7534108180096,0.0004706982957251,scenario 3 policy 0
14217,11302863.784166403,130006996.01818538,1060500000.0,882.2281141796234,0.0006850387892897,scenario 3 policy 0
14218,35761677.89733964,130006996.01818538,1060500000.0,3278.942945655772,0.0040057964838031,scenario 3 policy 0
14219,51355377.30359499,130006996.01818538,1060500000.0,5217.609520973054,0.0032777066878676,scenario 3 policy 0
14220,1628082.2997828538,130006996.01818538,1060500000.0,118.6679070848837,0.0001042982047211,scenario 3 policy 0
14221,4180748.622644389,130006996.01818538,1060500000.0,294.2939903182538,0.0002476737758068,scenario 3 policy 0
14222,6792254.435064671,130006996.01818538,1060500000.0,566.3021702306517,0.0004304710375488,scenario 3 policy 0
14223,2465913173.3265934,130006996.01818538,1060500000.0,30192.44421119326,0.2003105698969733,scenario 3 policy 0
14224,17625178.154803123,130006996.01818538,1060500000.0,974.8889503187336,0.0018848694780648,scenario 3 policy 0
14225,104080684.4565403,130006996.01818538,1060500000.0,1274.3555989352371,0.0084546615202316,scenario 3 policy 0
14226,11095030.235015392,130006996.01818538,1060500000.0,892.3773054682414,0.0007014561505301,scenario 3 policy 0
14227,3570612.9390897565,130006996.01818538,1060500000.0,297.92011463473943,0.0002601882397089,scenario 3 policy 0
14228,6530394.622308473,130006996.01818538,1060500000.0,434.8298369135847,0.0003729825065529,scenario 3 policy 0
14229,33374997.517173164,130006996.01818538,1060500000.0,3792.006771925445,0.0026163864505609,scenario 3 policy 0
14230,2098387.032582666,130006996.01818538,1060500000.0,187.91736007931797,0.0001702047712786,scenario 3 policy 0
14231,918128.8050224512,130006996.01818538,1060500000.0,48.10826262310213,5.031891103222096e-05,scenario 3 policy 0
14232,4647896.316836895,130006996.01818538,1060500000.0,301.9522124211577,0.0002741037974213,scenario 3 policy 0
14233,0.0,130006996.01818538,1060500000.0,0.0,0.0,scenario 3 policy 0
14234,55602917.68448519,130006996.01818538,1060500000.0,4206.2880057608245,0.0028764384696132,scenario 3 policy 0
14235,14467898.618893553,130006996.01818538,1060500000.0,1285.5476286670803,0.0009548060686139,scenario 3 policy 0
14236,0.0,130006996.01818538,1060500000.0,0.0,0.0,scenario 3 policy 0
14237,52499815.30947764,130006996.01818538,1060500000.0,4191.792652166161,0.0028612252383645,scenario 3 policy 0
14238,495695.7066249948,130006996.01818538,1060500000.0,46.33438362952065,4.419690784245989e-05,scenario 3 policy 0
14239,5280169.648120343,130006996.01818538,1060500000.0,427.4497976829796,0.0003504733064023,scenario 3 policy 0
14240,20321602.43887936,130006996.01818538,1060500000.0,1999.4397138187148,0.0014171576744947,scenario 3 policy 0
14241,6774148.027363393,130006996.01818538,1060500000.0,588.2399664915201,0.0004665150816917,scenario 3 policy 0
14242,41460396.79419176,130006996.01818538,1060500000.0,3386.590897819176,0.0022769521977023,scenario 3 policy 0
14243,13184134.675790828,130006996.01818538,1060500000.0,844.8747930644194,0.0006326048761837,scenario 3 policy 0
14244,44643494.20385671,130006996.01818538,1060500000.0,2406.80227650488,0.0088259386141624,scenario 3 policy 0
14245,16408622.394717528,130006996.01818538,1060500000.0,1279.447343043868,0.0009456363106385,scenario 3 policy 0
14246,767454.3023115619,130006996.01818538,1060500000.0,47.44461077654421,4.8028518769716334e-05,scenario 3 policy 0
14247,12969479.873394549,130006996.01818538,1060500000.0,1330.4070045682088,0.0010135228397732,scenario 3 policy 0
14248,10234734.996429542,130006996.01818538,1060500000.0,891.7618119667973,0.0007004557535588,scenario 3 policy 0
14249,4571621.414197264,130006996.01818538,1060500000.0,251.62483527929092,0.0009676516101131,scenario 3 policy 0
14250,6648020.705900054,130006996.01818538,1060500000.0,438.24490843827454,0.000384768586011,scenario 3 policy 0
14251,0.0,130006996.01818538,1060500000.0,0.0,0.0,scenario 3 policy 0
14252,85563727.74509594,130006996.01818538,1060500000.0,4248.955858778741,0.0167096204622534,scenario 3 policy 0
14253,33644065.86885761,130006996.01818538,1060500000.0,1714.0694715195968,0.0024344428424274,scenario 3 policy 0
14254,326560.39394344704,130006996.01818538,1060500000.0,17.536629835614225,3.686635372703756e-05,scenario 3 policy 0
14255,3477177.12185418,130006996.01818538,1060500000.0,302.42729066231857,0.0002757433853065,scenario 3 policy 0
14256,17908161.138933368,130006996.01818538,1060500000.0,866.1158890647032,0.0017704928652659,scenario 3 policy 0
14257,2229943.6132562915,130006996.01818538,1060500000.0,122.10910414847524,0.0001161744485213,scenario 3 policy 0
14258,3063946.9014897905,130006996.01818538,1060500000.0,187.4894217713268,0.0001687278725183,scenario 3 policy 0
14259,1146925.555967494,130006996.01818538,1060500000.0,87.98992178938207,8.101606962115424e-05,scenario 3 policy 0
14260,24060808.033052888,130006996.01818538,1060500000.0,1312.376615148076,0.0026151557158925,scenario 3 policy 0
14261,559631.9221850391,130006996.01818538,1060500000.0,47.53820311053944,4.835152421108479e-05,scenario 3 policy 0
